Category,Realdash Name,Units,Target ID,id,type,unit,name,desc,Idle Expected,Cruise Expected,WOT Expected,Accessport Monitor,match_status,match_score,match_name,candidate_match_name,candidate_match_score
OTHER,Dummy 21,-,281,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 22,-,282,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 23,-,283,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 24,-,284,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 25,-,285,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 26,-,286,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 27,-,287,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 28,-,288,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 29,-,289,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 30,-,290,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 31,-,291,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 32,-,292,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 33,-,293,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 34,-,294,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 35,-,295,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 36,-,296,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 37,-,297,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 38,-,298,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 39,-,299,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 40,-,301,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 41,-,777,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 42,-,778,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 43,-,779,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 44,-,781,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 45,-,782,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 46,-,783,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 47,-,784,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 48,-,785,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 49,-,786,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy 50,-,787,,,,,,,,,,UNMATCHED,,,Intake OCV Duty Left,0.38
OTHER,Dummy timer 01,-,34,,,,,,,,,,UNMATCHED,,,Turbo Dynamics Integral (4-byte)*,0.40
OTHER,Dummy timer 02,-,47,,,,,,,,,,UNMATCHED,,,Turbo Dynamics Integral (4-byte)*,0.40
OTHER,Dummy timer 03,-,48,,,,,,,,,,UNMATCHED,,,Turbo Dynamics Integral (4-byte)*,0.40
OTHER,Dummy timer 04,-,49,,,,,,,,,,UNMATCHED,,,Turbo Dynamics Integral (4-byte)*,0.40
OTHER,Dummy timer 05,-,98,,,,,,,,,,UNMATCHED,,,Turbo Dynamics Integral (4-byte)*,0.40
OTHER,Dummy timer 06,-,302,,,,,,,,,,UNMATCHED,,,Turbo Dynamics Integral (4-byte)*,0.40
OTHER,Dummy timer 07,-,303,,,,,,,,,,UNMATCHED,,,Turbo Dynamics Integral (4-byte)*,0.40
OTHER,Dummy timer 08,-,304,,,,,,,,,,UNMATCHED,,,Turbo Dynamics Integral (4-byte)*,0.40
OTHER,Dummy timer 09,-,305,,,,,,,,,,UNMATCHED,,,Turbo Dynamics Integral (4-byte)*,0.40
OTHER,Dummy timer 10,-,306,,,,,,,,,,UNMATCHED,,,Turbo Dynamics Integral (4-byte)*,0.40
OTHER,Heading as text,Text,362,,,,,,,,,,UNMATCHED,,,A/F Learning #1 A (Stored)*,0.53
OTHER,Map Center Latitude,-,307,,,,,,,,,,UNMATCHED,,,Map Ratio (Primary)*,0.57
OTHER,Map Center Longitude,-,308,,,,,,,,,,UNMATCHED,,,Map Ratio (Alternate)*,0.51
OTHER,Map Zoom Level (,-,280,,,,,,,,,,UNMATCHED,,,Map Ratio (Alternate)*,0.53
OTHER,RealDash language code,Text,361,,,,,,,,,,UNMATCHED,,,Intake VVT Advance Angle Left,0.43
OTHER,Song Playing,-,360,,,,,,,,,,UNMATCHED,,,CL/OL Fueling*,0.48
,,,,E31,Fixed Addr,multiplier,IAM (4-byte)*,E31-KCA = (KA (max) map value * IAM) + FBKC + FLKC. Total Timing = KCA + base timing + timing compensations,1.0 (Ideal),1.0,1.0,DAM,UNMATCHED_STI_SOURCE,,,,
,,,,E32,Fixed Addr,g/rev,Engine Load (4-Byte)*,E32-This is the current engine load (g/rev) as determined by the ECU.,0.15 - 0.40 g/rev,0.30 - 1.00 g/rev,2.0 - 3.5 g/rev,Calculated Load,UNMATCHED_STI_SOURCE,,,,
,,,,E33,Fixed Addr,status,CL/OL Fueling*,E33-Fuel system status. [8 = CL (normal)][10 = OL (normal)][7 = OL insufficient ECT][14 = OL due to system failure],8 (Closed Loop),8 (Closed Loop),10 (Open Loop),CL/OL Status,UNMATCHED_STI_SOURCE,,,,
,,,,E34,Fixed Addr,absolute %,Turbo Dynamics Integral (4-byte)*,E34-Current WG duty corr (ABS) applied by the Turbo Dynamics Integral tables to achieve target boost. Can be Cumulative,-,-,-,TD Integral,UNMATCHED_STI_SOURCE,,,,
,,,,E35,Fixed Addr,kPa,Boost Error*,E35-Difference between target boost (post-compensations) and actual boost (target boost - actual boost),N/A,N/A,~0 psi,Boost Error,UNMATCHED_STI_SOURCE,,,,
,,,,E36,Fixed Addr,kPa absolute,Target Boost (4-byte)*,"E36-Current boost target as determined by the Target Boost table(s). This includes any compensation, if applicable.",N/A,N/A,~14.5 psi (Stock),Target Boost,UNMATCHED_STI_SOURCE,,,,
,,,,E37,Fixed Addr,absolute %,Turbo Dynamics Proportional (4-byte)*,E37-Current WG duty correction (absolute) that is being applied by the Turbo Dynamics Proportional table.,-,-,-,TD Proportional,UNMATCHED_STI_SOURCE,,,,
,,,,E39,Fixed Addr,degrees,Feedback Knock Correction (4-byte)*,E39-This is the temporary negative correction to timing advance in response to what the ECU perceives as knock.,0 deg,0 deg (occasional -1.4 normal),0 deg (<-2.8 is bad),Feedback Knock,UNMATCHED_STI_SOURCE,,,,
,,,,E40,Fixed Addr,degrees,Knock Correction Advance (IAM only)*,E40-Knock Correction Advance (IAM only),1.0 (Ideal),1.0,1.0,Knock Correction Advance,UNMATCHED_STI_SOURCE,,,,
,,,,E41,Fixed Addr,degrees,Fine Learning Knock Correction (4-byte)*,E41-Current learned correction that is being applied which is stored and applied across specific load and rpm ranges.,0 deg,0 deg (occasional -1.4 normal),0 deg (<-2.8 is bad),Fine Knock Learn,UNMATCHED_STI_SOURCE,,,,
,,,,E42,Fixed Addr,multiplier,Map Ratio (Primary)*,E42-The ratio used to determine the portion of specific multiple maps which are combined to determine the target value.,-,-,-,Map Ratio,UNMATCHED_STI_SOURCE,,,,
,,,,E44,Fixed Addr,%,A/F Learning #1 A (Stored)*,E44-A/F learned correction to CL and OL fueling across specific air flow ranges based on short-term A/F Correction witin range.,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Learning 1,UNMATCHED_STI_SOURCE,,,,
,,,,E45,Fixed Addr,%,A/F Learning #1 B (Stored)*,E45-A/F learned correction to CL and OL fueling across specific air flow ranges based on short-term A/F Correction witin range.,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Learning 1,UNMATCHED_STI_SOURCE,,,,
,,,,E46,Fixed Addr,%,A/F Learning #1 C (Stored)*,E46-A/F learned correction to CL and OL fueling across specific air flow ranges based on short-term A/F Correction witin range.,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Learning 1,UNMATCHED_STI_SOURCE,,,,
,,,,E47,Fixed Addr,%,A/F Learning #1 D (Stored)*,E47-A/F learned correction to CL and OL fueling across specific air flow ranges based on short-term A/F Correction witin range.,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Learning 1,UNMATCHED_STI_SOURCE,,,,
,,,,E48,Fixed Addr,%,A/F Learning #1 (4-byte)*,E48-Current A/F Learning being applied. Higher resolution then the standard SSM A/F Learning #1 parameter.,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Learning 1,UNMATCHED_STI_SOURCE,,,,
,,,,E49,Fixed Addr,raw ecu value,Idle Speed Map Selection*,"E49-Current Idle Speed Target MAP being used. 3 table ROM->[1=A],[2=B],[4=C]. 4 table ROM->[1=A],[2=B],[3=C],[4=D]",-,-,-,Idle Speed Target,UNMATCHED_STI_SOURCE,,,,
,,,,E50,Fixed Addr,ms,Fuel Injector #1 Latency (4-byte)*,E50-Current injector latency as determined by the Injector Latency table.,-,-,-,Inj. Latency,UNMATCHED_STI_SOURCE,,,,
,,,,E51,Fixed Addr,kPa absolute,Manifold Absolute Pressure (4-byte)*,E51-MAP is limited to about 37 psi absolute (about 22 psig at sea level). This parameter has no effective limit.,30 - 50 kPa,40 - 90 kPa,200 - 230 kPa (Stock),Manifold Abs. Pressure,UNMATCHED_STI_SOURCE,,,,
,,,,E52,Fixed Addr,psi relative sea level,Manifold Relative Sea Level Pressure (4-byte)*,E52-Same as Manifold Absolute Pressure (Direct) except represented as relative pressure with the assumption of sea level.,-,-,-,Boost,UNMATCHED_STI_SOURCE,,,,
,,,,E53,Fixed Addr,degrees,Ignition Base Timing*,E53-Current base ignition timing as determined by the Base Timing tables.,-,-,-,Ignition Timing,UNMATCHED_STI_SOURCE,,,,
,,,,E54,Fixed Addr,%,Tip-in Throttle*,E54-This is the current throttle angle change % used as an input by the Throttle Tip-in Enrichment table.,-,-,-,Tip-in Throttle,UNMATCHED_STI_SOURCE,,,,
,,,,E55,Fixed Addr,raw ecu value,Tip-in Enrichment (Last Calculated)*,"E55-Current (or last) calculated tip-in enrichment value. The value is  not cleared, effectively shows the last calculated value.",-,-,-,Tip-in Enrichment,UNMATCHED_STI_SOURCE,,,,
,,,,E56,Fixed Addr,raw ecu value,Requested Torque*,E56-Current requested torque which is used as an input to the Target Throttle Plate Position (Requested Torque) table.,-,-,-,Requested Torque,UNMATCHED_STI_SOURCE,,,,
,,,,E57,Fixed Addr,%,Target Throttle Plate Position*,E57-Current target throttle plate position as determined by the Target Throttle Plate Position (Requested Torque) table.,-,-,-,Target Throttle,UNMATCHED_STI_SOURCE,,,,
,,,,E58,Fixed Addr,index position,Fine Learning Table Offset*,"E58-Current index position for the Fine Learning Knock Correction table being applied (and potentially adjusted), stored in ram.",-,-,-,Fine Learn Offset,UNMATCHED_STI_SOURCE,,,,
,,,,E60,Fixed Addr,ms,Fuel Injector #1 Pulse Width (4-byte)*,E60-Fuel Injector #1 PW with higher resolution. Note: This parameter does not include latency unlike the standard parameter.,-,-,-,Inj. Pulse Width,UNMATCHED_STI_SOURCE,,,,
,,,,E61,Fixed Addr,offset,A/F Learning Airflow Range (Current)*,E61-Current stored A/F Learning index position. A value of 1-4 corresponds to airflow ranges A-D respectively.,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Learn Range,UNMATCHED_STI_SOURCE,,,,
,,,,E70,Fixed Addr,%,Primary Wastegate Duty Maximum* (4-byte)*,E70-Current max WG duty as determined by the Max Wastegate Duty table(s) with all WG compensations applied.,0 %,0 - 10 %,40 - 70 % (Map dep),Wastegate Duty,UNMATCHED_STI_SOURCE,,,,
,,,,E77,Fixed Addr,%,Primary Wastegate Duty Maximum* (4-byte)*,E77-Current max WG duty as determined by the Max Wastegate Duty table(s) with all WG compensations applied.,0 %,0 - 10 %,40 - 70 % (Map dep),Wastegate Duty,UNMATCHED_STI_SOURCE,,,,
,,,,E81,Fixed Addr,%,A/F Correction #1 (4-byte)*,E81-A higher precision alternative to the standard SSM A/F Correction #1 parameter.,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Correction 1,UNMATCHED_STI_SOURCE,,,,
,,,,E84,Fixed Addr,estimated AFR,Primary Open Loop Map Enrichment (4-byte)*,E84-Primary enrichment value based on the Primary Open Loop Fueling table(s) Note: this value is NOT the final fueling target.,~14.7,~14.7,11.0 - 11.5,Commanded Fuel Final,UNMATCHED_STI_SOURCE,,,,
,,,,E91,Fixed Addr,estimated AFR,A/F Sensor #1 (4-byte)*,E91-A higher precision alternative to the standard SSM A/F Sensor #1 (AFR/lambda) parameter.,~14.7,~14.7,11.0 - 11.5,A/F Sens 1 Ratio,UNMATCHED_STI_SOURCE,,,,
,,,,E113,Fixed Addr,kPa relative,Manifold Relative Pressure (4-byte)*,E113-Actual relative boost pressure and therefore will match a boost gauge regardless of local atmospheric pressure. No limit.,-9 to -8 psi (Vacuum),Vacuum (< 0 psi),~14.5 psi (Peak),Boost,UNMATCHED_STI_SOURCE,,,,
,,,,E115,Fixed Addr,estimated AFR,Primary Enrichment Final (4-byte)*,E115-This is the Primary Open Loop Map Enrichment value with the minimum warm-up enrichment factors applied. Not Final.,~14.7,~14.7,11.0 - 11.5,Commanded Fuel Final,UNMATCHED_STI_SOURCE,,,,
,,,,E116,Fixed Addr,multiplier,Knock Correction Advance Primary Map Ratio*,E116-Knock Correction Advance Primary Map Ratio,0 deg,0 deg (occasional -1.4 normal),0 deg (<-2.8 is bad),KCA Pri Map Ratio,UNMATCHED_STI_SOURCE,,,,
,,,,E117,Fixed Addr,multiplier,Map Ratio (Alternate)*,E117-The ratio used to determine the portion of specific Alternate multiple maps which are combined to determine the target value.,-,-,-,Map Ratio Alt,UNMATCHED_STI_SOURCE,,,,
,,,,E118,Fixed Addr,degrees,Knock Correction Advance Max Primary*,E118-Knock Correction Advance Max Primary,0 deg,0 deg (occasional -1.4 normal),0 deg (<-2.8 is bad),KCA Max Pri,UNMATCHED_STI_SOURCE,,,,
,,,,E119,Fixed Addr,degrees,Knock Correction Advance Additive*,E119-Knock Correction Advance Additive,0 deg,0 deg (occasional -1.4 normal),0 deg (<-2.8 is bad),KCA Additive,UNMATCHED_STI_SOURCE,,,,
,,,,E121,Fixed Addr,estimated AFR,Closed Loop Fueling Target (4-byte)*,E121-This is the closed loop fueling lambda target which is used in determining short-term corrections (A/F Correction #1).,~14.7,~14.7,11.0 - 11.5,Commanded Fuel Final,UNMATCHED_STI_SOURCE,,,,
,,,,E123,Fixed Addr,lambda,Final Fueling Base (4-byte)*,E123-This is the final fueling multiplier after corrections are applied but before per injector compensation.,-,-,-,Final Fuel Base,UNMATCHED_STI_SOURCE,,,,
,,,,P3,Standard,%,A/F Correction #1,P3,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Correction 1,UNMATCHED_STI_SOURCE,,,,
,,,,P4,Standard,%,A/F Learning #1,P4,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Learning 1,UNMATCHED_STI_SOURCE,,,,
,,,,P10,Standard,degrees,Ignition Total Timing,P10,-,-,-,Ignition Timing,UNMATCHED_STI_SOURCE,,,,
,,,,P12,Standard,g/s,Mass Airflow,P12,2 - 6 g/s,10 - 60 g/s,200+ g/s,Mass Airflow,UNMATCHED_STI_SOURCE,,,,
,,,,P13,Standard,%,Throttle Opening Angle,P13-Engine throttle opening angle.,0 - 5 %,10 - 40 %,100 %,Throttle Pos,UNMATCHED_STI_SOURCE,,,,
,,,,P15,Standard,V,Rear O2 Sensor,P15,-,-,-,Rear O2 Volts,UNMATCHED_STI_SOURCE,,,,
,,,,P18,Standard,V,Mass Airflow Sensor Voltage,P18,1.0 - 1.4 V,1.5 - 2.5 V,4.0 - 4.7 V,MAF Volts,UNMATCHED_STI_SOURCE,,,,
,,,,P21,Standard,ms,Fuel Injector #1 Pulse Width,P21-This parameter includes injector latency.,-,-,-,Inj. Pulse Width,UNMATCHED_STI_SOURCE,,,,
,,,,P23,Standard,degrees,Knock Correction Advance,P23-Retard amount when knocking has occurred. Partial learned value of the learned ignition timing.,0 deg,0 deg (occasional -1.4 normal),0 deg (<-2.8 is bad),Knock Corr. Adv.,UNMATCHED_STI_SOURCE,,,,
,,,,P25,Standard,kPa,Manifold Relative Pressure,P25-Manifold Absolute Pressure [P7] minus current Atmospheric Pressure [P24].,-9 to -8 psi (Vacuum),Vacuum (< 0 psi),~14.5 psi (Peak),Boost,UNMATCHED_STI_SOURCE,,,,
,,,,P30,Standard,%,Accelerator Pedal Angle,P30-Accelerator pedal angle.,0 %,10 - 40 %,100 %,Accel Pedal Pos,UNMATCHED_STI_SOURCE,,,,
,,,,P36,Standard,%,Primary Wastegate Duty Cycle,P36-Trubo Control Valve Duty Cycle,0 %,0 - 10 %,40 - 70 % (Map dep),Wastegate Duty,UNMATCHED_STI_SOURCE,,,,
,,,,P38,Standard,%,CPC Valve Duty Ratio,P38,-,-,-,CPC Valve Duty,UNMATCHED_STI_SOURCE,,,,
,,,,P39,Standard,V,Tumble Valve Position Sensor Right,P39,Open,Open,Open,TGV Volt Right,UNMATCHED_STI_SOURCE,,,,
,,,,P40,Standard,V,Tumble Valve Position Sensor Left,P40,Open,Open,Open,TGV Volt Left,UNMATCHED_STI_SOURCE,,,,
,,,,P48,Standard,degrees,Intake VVT Advance Angle Right,P48,0 deg,0 - 20 deg (Load dep),High Advance (RPM dep),AVCS In. Right,UNMATCHED_STI_SOURCE,,,,
,,,,P49,Standard,degrees,Intake VVT Advance Angle Left,P49,0 deg,0 - 20 deg (Load dep),High Advance (RPM dep),AVCS In. Left,UNMATCHED_STI_SOURCE,,,,
,,,,P50,Standard,%,Intake OCV Duty Right,P50,0 deg,0 - 20 deg (Load dep),High Advance (RPM dep),OCV Duty Right,UNMATCHED_STI_SOURCE,,,,
,,,,P51,Standard,%,Intake OCV Duty Left,P51,0 deg,0 - 20 deg (Load dep),High Advance (RPM dep),OCV Duty Left,UNMATCHED_STI_SOURCE,,,,
,,,,P52,Standard,mA,Intake OCV Current Right,P52,0 deg,0 - 20 deg (Load dep),High Advance (RPM dep),OCV Current Right,UNMATCHED_STI_SOURCE,,,,
,,,,P53,Standard,mA,Intake OCV Current Left,P53,0 deg,0 - 20 deg (Load dep),High Advance (RPM dep),OCV Current Left,UNMATCHED_STI_SOURCE,,,,
,,,,P54,Standard,mA,A/F Sensor #1 Current,P54,-,-,-,A/F Sens 1 Curr,UNMATCHED_STI_SOURCE,,,,
,,,,P56,Standard,ohm,A/F Sensor #1 Resistance,P56,-,-,-,A/F Sens 1 Res,UNMATCHED_STI_SOURCE,,,,
,,,,P58,Standard,Lambda,A/F Sensor #1,P58,-,-,-,A/F Sens 1 Ratio,UNMATCHED_STI_SOURCE,,,,
,,,,P63,Standard,misfire count,Roughness Monitor Cylinder #1,P63,0,0,0,Roughness Cyl 1,UNMATCHED_STI_SOURCE,,,,
,,,,P64,Standard,misfire count,Roughness Monitor Cylinder #2,P64,0,0,0,Roughness Cyl 2,UNMATCHED_STI_SOURCE,,,,
,,,,P65,Standard,%,A/F Correction #3 (16-bit ECU),P65,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Correction 3,UNMATCHED_STI_SOURCE,,,,
,,,,P69,Standard,misfire count,Roughness Monitor Cylinder #3,P69,0,0,0,Roughness Cyl 3,UNMATCHED_STI_SOURCE,,,,
,,,,P70,Standard,misfire count,Roughness Monitor Cylinder #4,P70,0,0,0,Roughness Cyl 4,UNMATCHED_STI_SOURCE,,,,
,,,,P71,Standard,%,Throttle Motor Duty,P71,-,-,-,Throttle Motor Duty,UNMATCHED_STI_SOURCE,,,,
,,,,P72,Standard,V,Throttle Motor Voltage,P72,-,-,-,Throttle Motor Volt,UNMATCHED_STI_SOURCE,,,,
,,,,P73,Standard,V,Sub Throttle Sensor,P73,-,-,-,Sub Throttle Sens,UNMATCHED_STI_SOURCE,,,,
,,,,P74,Standard,V,Main Throttle Sensor,P74,-,-,-,Main Throttle Sens,UNMATCHED_STI_SOURCE,,,,
,,,,P75,Standard,V,Sub Accelerator Sensor,P75,0 %,10 - 40 %,100 %,Sub Accel Sens,UNMATCHED_STI_SOURCE,,,,
,,,,P76,Standard,V,Main Accelerator Sensor,P76,0 %,10 - 40 %,100 %,Main Accel Sens,UNMATCHED_STI_SOURCE,,,,
,,,,P82,Standard,km/h,Memorised Cruise Speed,P82,-,-,-,Cruise Set Speed,UNMATCHED_STI_SOURCE,,,,
,,,,P89,Standard,%,A/F Correction #3 (32-bit ECU),P89,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Correction 3,UNMATCHED_STI_SOURCE,,,,
,,,,P200,Calculated,g/rev,Engine Load (Calculated),P200-Engine load as calculated from MAF and RPM.,0.15 - 0.40 g/rev,0.30 - 1.00 g/rev,2.0 - 3.5 g/rev,Calculated Load,UNMATCHED_STI_SOURCE,,,,
,,,,P201,Calculated,%,Injector Duty Cycle,P201-IDC as calculated from RPM and injector PW.,1 - 2 %,5 - 15 %,< 90 % (Safe limit),Inj. Duty Cycle,UNMATCHED_STI_SOURCE,,,,
,,,,P202,Calculated,bar,Manifold Relative Pressure (Corrected),P202-Difference between Manifold Absolute Pressure and Atmospheric Pressure.,-9 to -8 psi (Vacuum),Vacuum (< 0 psi),~14.5 psi (Peak),Boost,UNMATCHED_STI_SOURCE,,,,
,,,,P239,Standard,degrees,Global Timing User Adjustment Value,P239-This is the fixed amount of timing removed globally - set by the user,-,-,-,Global Timing Adj,UNMATCHED_STI_SOURCE,,,,
,,,,P240,Standard,rpm,Engine Idle Speed User Adjustment (A/C off),P240-This is the fixed amount of idle speed adjustmnet while the A/C is off - set by the user,-,-,-,Idle Adj AC Off,UNMATCHED_STI_SOURCE,,,,
,,,,P241,Standard,rpm,Engine Idle Speed User Adjustment (A/C on),P241-This is the fixed amount of idle speed adjustmnet while the A/C is on - set by the user,-,-,-,Idle Adj AC On,UNMATCHED_STI_SOURCE,,,,
,,,,S1,Switch,,AT Vehicle ID,S1,-,-,-,AT Vehicle ID,UNMATCHED_STI_SOURCE,,,,
,,,,S2,Switch,,Test Mode Signal,S2,State Dep.,State Dep.,State Dep.,Test Mode,UNMATCHED_STI_SOURCE,,,,
,,,,S4,Switch,,Neutral Position Switch,S4,1 (On),0 (Off),0 (Off),Neutral Pos Sw,UNMATCHED_STI_SOURCE,,,,
,,,,S5,Switch,,Idle Switch,S5,1 (On),0 (Off),0 (Off),Idle Switch,UNMATCHED_STI_SOURCE,,,,
,,,,S7,Switch,,Ignition Switch,S7,State Dep.,State Dep.,State Dep.,Ignition Switch,UNMATCHED_STI_SOURCE,,,,
,,,,S8,Switch,,Power Steering Switch,S8,State Dep.,State Dep.,State Dep.,Power Steering Sw,UNMATCHED_STI_SOURCE,,,,
,,,,S9,Switch,,Air Conditioning Switch,S9,User Def,User Def,0 (Often cuts at WOT),A/C Switch,UNMATCHED_STI_SOURCE,,,,
,,,,S11,Switch,,Starter Switch,S11,0,0,0,Starter Switch,UNMATCHED_STI_SOURCE,,,,
,,,,S13,Switch,,Rear O2 Sensor Rich Signal,S13,State Dep.,State Dep.,State Dep.,Rear O2 Rich Sig,UNMATCHED_STI_SOURCE,,,,
,,,,S15,Switch,,Knocking Signal #1,S15,State Dep.,State Dep.,State Dep.,Knock Signal 1,UNMATCHED_STI_SOURCE,,,,
,,,,S18,Switch,,Crankshaft Position Signal,S18,State Dep.,State Dep.,State Dep.,Crank Pos Sig,UNMATCHED_STI_SOURCE,,,,
,,,,S19,Switch,,Camshaft Position Signal,S19,State Dep.,State Dep.,State Dep.,Cam Pos Sig,UNMATCHED_STI_SOURCE,,,,
,,,,S20,Switch,,Rear Defogger Switch,S20,State Dep.,State Dep.,State Dep.,Rear Defog Sw,UNMATCHED_STI_SOURCE,,,,
,,,,S21,Switch,,Blower Fan Switch,S21,State Dep.,State Dep.,State Dep.,Blower Fan Sw,UNMATCHED_STI_SOURCE,,,,
,,,,S22,Switch,,Light Switch,S22,State Dep.,State Dep.,State Dep.,Light Switch,UNMATCHED_STI_SOURCE,,,,
,,,,S26,Switch,,Air Conditioning Compressor Signal,S26,User Def,User Def,0 (Often cuts at WOT),A/C Compressor Sig,UNMATCHED_STI_SOURCE,,,,
,,,,S28,Switch,,Radiator Fan Relay #1,S28,-,-,-,Rad Fan Relay 1,UNMATCHED_STI_SOURCE,,,,
,,,,S29,Switch,,Radiator Fan Relay #2,S29,-,-,-,Rad Fan Relay 2,UNMATCHED_STI_SOURCE,,,,
,,,,S33,Switch,,Blow-By Leak Connector,S33,-,-,-,Blow-by Leak Conn,UNMATCHED_STI_SOURCE,,,,
,,,,S34,Switch,,Positive Crankcase Ventilation (PCV) Solenoid Valve,S34,-,-,-,PCV Solenoid,UNMATCHED_STI_SOURCE,,,,
,,,,S35,Switch,,Tumble Generator Valve (TGV) Output,S35,Open,Open,Open,TGV Output,UNMATCHED_STI_SOURCE,,,,
,,,,S36,Switch,,Tumble Generator Valve (TGV) Drive,S36,Open,Open,Open,TGV Drive,UNMATCHED_STI_SOURCE,,,,
,,,,S39,Switch,,Ventilation Solenoid Valve,S39,-,-,-,Vent Solenoid,UNMATCHED_STI_SOURCE,,,,
,,,,S42,Switch,,Tank Sensor Control Valve,S42,-,-,-,Tank Sens Cntrl,UNMATCHED_STI_SOURCE,,,,
,,,,S62,Switch,,Electronic Throttle Control (ETC) Motor Relay,S62,-,-,-,ETC Motor Relay,UNMATCHED_STI_SOURCE,,,,
,,,,S63,Switch,,Clutch Switch,S63,State Dep.,State Dep.,State Dep.,Clutch Switch,UNMATCHED_STI_SOURCE,,,,
,,,,S64,Switch,,Stop Light Switch,S64,State Dep.,State Dep.,State Dep.,Stop Light Switch,UNMATCHED_STI_SOURCE,,,,
,,,,S65,Switch,,Cruise Control Set/Coast Switch,S65,State Dep.,State Dep.,State Dep.,Cruise Set Sw,UNMATCHED_STI_SOURCE,,,,
,,,,S66,Switch,,Cruise Control Resume/Accelerate Switch,S66,State Dep.,State Dep.,State Dep.,Cruise Res Sw,UNMATCHED_STI_SOURCE,,,,
,,,,S67,Switch,,Brake Switch,S67,State Dep.,State Dep.,State Dep.,Brake Switch,UNMATCHED_STI_SOURCE,,,,
,,,,S68,Switch,,Cruise Control Main Toggle Switch,S68,State Dep.,State Dep.,State Dep.,Cruise Main Sw,UNMATCHED_STI_SOURCE,,,,
,,,,S133,Switch,,Cruise Control System Status,S133,-,-,-,Cruise System Status,UNMATCHED_STI_SOURCE,,,,
,,,,S157,Switch,,Oil Level Switch,S157,State Dep.,State Dep.,State Dep.,Oil Level Switch,UNMATCHED_STI_SOURCE,,,,
